t, uk
7.150069, -0.233276
7.160069, -0.222894
7.170069, -0.177378
7.180069, -0.157414
7.190070, -0.108969
7.200070, -0.098588
7.210070, -0.049877
7.220070, -0.030712
7.230071, 0.017467
7.240071, 0.028647
7.250071, 0.077358
7.260071, 0.090134
7.270072, 0.145766
7.280072, 0.158011
7.290072, 0.203261
7.300072, 0.213642
7.310072, 0.263418
7.320073, 0.280454
7.330073, 0.321446
7.340073, 0.331294
7.350073, 0.372552
7.360074, 0.387725
7.370074, 0.426055
7.380074, 0.436436
7.390074, 0.474234
7.400074, 0.482219
7.410075, 0.517089
7.420075, 0.524009
7.430075, 0.555685
7.440075, 0.562872
7.450076, 0.592152
7.460076, 0.602799
7.470076, 0.631014
7.480076, 0.636870
7.490077, 0.660560
7.500077, 0.668280
7.510077, 0.688776
7.520077, 0.692768
7.530077, 0.705279
7.540078, 0.707408
7.550078, 0.716192
7.560078, 0.716192
7.570078, 0.720451
7.580079, 0.719386
7.590079, 0.723645
7.600079, 0.723379
7.610079, 0.717257
7.620080, 0.714595
7.630080, 0.711401
7.640080, 0.707142
7.650080, 0.693567
7.660080, 0.688243
7.670081, 0.679193
7.680081, 0.669344
7.690081, 0.649647
7.700081, 0.644057
7.710082, 0.623561
7.720082, 0.616108
7.730082, 0.589756
7.740082, 0.579641
7.750082, 0.547966
7.760083, 0.538649
7.770083, 0.505377
7.780083, 0.488874
7.790083, 0.452141
7.800084, 0.440695
7.810084, 0.401300
7.820084, 0.389854
7.830084, 0.336086
7.840085, 0.323309
7.850085, 0.275929
7.860085, 0.254634
7.870085, 0.200866
7.880085, 0.187024
7.890086, 0.133788
7.900086, 0.118350
7.910086, 0.059524
7.920086, 0.038495
7.930087, -0.022460
7.940087, -0.045884
7.950087, -0.103113
7.960087, -0.119616
7.970088, -0.184298
7.980088, -0.199737
7.990088, -0.258030
8.000088, -0.284382
8.010088, -0.345870
8.020088, -0.368495
8.030088, -0.432911
8.040089, -0.450213
8.050089, -0.514096
8.060089, -0.528736
8.070089, -0.592088
8.080090, -0.613116
8.090090, -0.669014
8.100090, -0.682589
8.110090, -0.739286
8.120090, -0.757918
8.130091, -0.807960
8.140091, -0.813550
8.150091, -0.865455
8.160091, -0.876369
8.170092, -0.922951
8.180092, -0.930670
8.190092, -0.968734
8.200092, -0.983374
8.210093, -1.012387
8.220093, -1.017977
8.230093, -1.045660
8.240093, -1.052048
8.250093, -1.069882
8.260094, -1.075472
8.270094, -1.086652
8.280094, -1.089314
8.290094, -1.093306
8.300095, -1.095170
8.310095, -1.096501
8.320095, -1.095436
8.330095, -1.087450
8.340096, -1.080530
8.350096, -1.066156
8.360096, -1.061365
8.370096, -1.037142
8.380096, -1.028624
8.390097, -1.004402
8.400097, -0.993755
8.410097, -0.957288
8.420097, -0.941317
8.430098, -0.898994
8.440098, -0.883822
8.450098, -0.831118
8.460098, -0.813018
8.470098, -0.765105
8.480099, -0.747537
8.490099, -0.686316
8.500099, -0.669280
8.510099, -0.590224
8.520100, -0.572390
8.530100, -0.499723
8.540100, -0.470443
8.550100, -0.390322
8.560101, -0.370359
8.570101, -0.290238
8.580101, -0.267081
8.590101, -0.183766
8.600101, -0.151026
8.610102, -0.057596
8.620102, -0.020331
8.630102, 0.067509
8.640102, 0.089602
8.650103, 0.183298
8.660103, 0.207786
8.670103, 0.298022
8.680103, 0.331028
8.690104, 0.420465
8.700104, 0.443357
8.710104, 0.538383
8.720104, 0.559145
8.730104, 0.644323
8.740105, 0.665884
8.750105, 0.742810
8.760105, 0.763040
8.770105, 0.852211
8.780106, 0.871376
8.790106, 0.938453
8.800106, 0.964273
8.810106, 1.029487
8.820107, 1.044393
8.830107, 1.098428
8.840107, 1.113867
8.850107, 1.167901
8.860107, 1.183872
8.870108, 1.223799
8.880108, 1.238972
8.890108, 1.270913
8.900108, 1.276769
8.910109, 1.300726
8.920109, 1.306848
8.930109, 1.322819
8.940109, 1.325480
8.950109, 1.330272
8.960110, 1.330538
8.970110, 1.326545
8.980110, 1.323883
8.990110, 1.309243
9.000111, 1.305251
9.010111, 1.284489
9.020111, 1.277568
9.030111, 1.237375
9.040112, 1.227792
9.050112, 1.184671
9.060112, 1.168168
9.070112, 1.116529
9.080112, 1.102155
9.090113, 1.042796
9.100113, 1.026559
9.110113, 0.962676
9.120113, 0.935525
9.130114, 0.859131
9.140114, 0.829585
9.150114, 0.748134
9.160114, 0.726573
9.170115, 0.633942
9.180115, 0.609720
9.190115, 0.516290
9.200115, 0.478759
9.210115, 0.376279
9.220116, 0.338481
9.230116, 0.238930
9.240116, 0.213110
9.250116, 0.106904
9.260117, 0.081617
9.270117, -0.021395
9.280117, -0.061056
9.290117, -0.164335
9.300117, -0.203729
9.310118, -0.306209
9.320118, -0.331230
9.330118, -0.426789
9.340118, -0.450213
9.350119, -0.542844
9.360119, -0.576649
9.370119, -0.663690
9.380119, -0.686848
9.390120, -0.772824
9.400120, -0.803968
9.410120, -0.872376
9.420120, -0.891807
9.430120, -0.962079
9.440121, -0.978849
9.450121, -1.041667
9.460121, -1.064559
9.470121, -1.117795
9.480122, -1.137759
9.490122, -1.180347
9.500122, -1.193390
9.510122, -1.227728
9.520123, -1.237576
9.530123, -1.260468
9.540123, -1.272979
9.550123, -1.290014
9.560123, -1.296402
9.570124, -1.300661
9.580124, -1.301194
9.590124, -1.296935
9.600124, -1.295072
9.610125, -1.281496
9.620125, -1.277237
9.630125, -1.249821
9.640125, -1.239706
9.650126, -1.204836
9.660126, -1.197117
9.670126, -1.150269
9.680126, -1.139356
9.690126, -1.088515
9.700127, -1.075206
9.710127, -1.016114
9.720127, -0.991093
9.730127, -0.923749
9.740128, -0.894735
9.750128, -0.823931
9.760128, -0.802903
9.770128, -0.723315
9.780128, -0.699625
9.790129, -0.614713
9.800129, -0.579045
9.810129, -0.490406
9.820129, -0.465918
9.830130, -0.362373
9.840130, -0.336554
