t, phi
8.010088, 2.358692
8.020088, 2.358727
8.030088, 2.358705
8.040089, 2.358703
8.050089, 2.358724
8.060089, 2.358714
8.070089, 2.358709
8.080090, 2.358711
8.090090, 2.358700
8.100090, 2.358658
8.110090, 2.358679
8.120090, 2.358708
8.130091, 2.358703
8.140091, 2.358684
8.150091, 2.358686
8.160091, 2.358704
8.170092, 2.358721
8.180092, 2.358772
8.190092, 2.358790
8.200092, 2.358790
8.210093, 2.358802
8.220093, 2.358878
8.230093, 2.358932
8.240093, 2.358881
8.250093, 2.358945
8.260094, 2.358951
8.270094, 2.358936
8.280094, 2.358919
8.290094, 2.358927
8.300095, 2.358920
8.310095, 2.358962
8.320095, 2.358962
8.330095, 2.358996
8.340096, 2.358966
8.350096, 2.358943
8.360096, 2.358985
8.370096, 2.358960
8.380096, 2.358985
8.390097, 2.358998
8.400097, 2.359012
8.410097, 2.359039
8.420097, 2.359019
8.430098, 2.359048
8.440098, 2.359016
8.450098, 2.359028
8.460098, 2.359022
8.470098, 2.359031
8.480099, 2.359007
8.490099, 2.359027
8.500099, 2.359015
8.510099, 2.359006
8.520100, 2.359044
8.530100, 2.358954
8.540100, 2.358891
8.550100, 2.358966
8.560101, 2.359008
8.570101, 2.358955
8.580101, 2.358913
8.590101, 2.358911
8.600101, 2.358926
8.610102, 2.358883
8.620102, 2.358891
8.630102, 2.358887
8.640102, 2.358878
8.650103, 2.358859
8.660103, 2.358801
8.670103, 2.358770
8.680103, 2.358771
8.690104, 2.358815
8.700104, 2.358905
8.710104, 2.358908
8.720104, 2.358900
8.730104, 2.358919
8.740105, 2.358890
8.750105, 2.358809
8.760105, 2.358779
8.770105, 2.358848
8.780106, 2.358822
8.790106, 2.358860
8.800106, 2.358853
8.810106, 2.358847
8.820107, 2.358850
8.830107, 2.358818
8.840107, 2.358768
8.850107, 2.358725
8.860107, 2.358703
8.870108, 2.358734
8.880108, 2.358786
8.890108, 2.358787
8.900108, 2.358790
8.910109, 2.358838
8.920109, 2.358828
8.930109, 2.358785
8.940109, 2.358876
8.950109, 2.358845
8.960110, 2.358849
8.970110, 2.358857
8.980110, 2.358891
8.990110, 2.358910
9.000111, 2.358886
9.010111, 2.358892
9.020111, 2.358941
9.030111, 2.358927
9.040112, 2.358934
9.050112, 2.358980
9.060112, 2.358990
9.070112, 2.358990
9.080112, 2.358964
9.090113, 2.359016
9.100113, 2.359011
9.110113, 2.358976
9.120113, 2.358991
9.130114, 2.359026
9.140114, 2.358973
9.150114, 2.359019
9.160114, 2.359027
9.170115, 2.358974
9.180115, 2.359013
9.190115, 2.358975
9.200115, 2.359025
9.210115, 2.359100
9.220116, 2.359044
9.230116, 2.359143
9.240116, 2.359096
9.250116, 2.359137
9.260117, 2.359169
9.270117, 2.359152
9.280117, 2.359153
9.290117, 2.359196
9.300117, 2.359236
9.310118, 2.359243
9.320118, 2.359225
9.330118, 2.359248
9.340118, 2.359198
9.350119, 2.359124
9.360119, 2.359024
9.370119, 2.359134
9.380119, 2.359181
9.390120, 2.359161
9.400120, 2.359180
9.410120, 2.359382
9.420120, 2.359267
9.430120, 2.359427
9.440121, 2.359623
9.450121, 2.359564
9.460121, 2.359664
9.470121, 2.359503
9.480122, 2.359381
9.490122, 2.359497
9.500122, 2.359500
9.510122, 2.359424
9.520123, 2.359419
9.530123, 2.359341
9.540123, 2.359233
9.550123, 2.359208
9.560123, 2.359169
9.570124, 2.359285
9.580124, 2.359322
9.590124, 2.359318
