t, tm
2.849998, -0.009107
2.859998, -0.008583
2.869998, -0.008038
2.879998, -0.007477
2.889998, -0.006901
2.899998, -0.006314
2.909998, -0.005720
2.919998, -0.005121
2.929998, -0.004520
2.939998, -0.003921
2.949998, -0.003328
2.959998, -0.002744
2.969998, -0.002171
2.979998, -0.001615
2.989998, -0.001077
2.999998, -0.000562
3.009998, -0.000072
3.019998, 0.000388
3.029998, 0.000816
3.039998, 0.001209
3.049998, 0.001563
3.059998, 0.001876
3.069998, 0.002145
3.079998, 0.002366
3.089998, 0.002539
3.099998, 0.002659
3.109998, 0.002726
3.119998, 0.002737
3.129997, 0.002690
3.139997, 0.002584
3.149997, 0.002417
3.159997, 0.002188
3.169997, 0.001897
3.179997, 0.001542
3.189997, 0.001124
3.199997, 0.000641
3.209997, 0.000095
3.219997, -0.000515
3.229997, -0.001189
3.239997, -0.001924
3.249997, -0.002721
3.259997, -0.003577
3.269997, -0.004492
3.279997, -0.005464
3.289997, -0.006489
3.299997, -0.007567
3.309997, -0.008694
3.319997, -0.009868
3.329997, -0.011086
3.339997, -0.012344
3.349997, -0.013639
3.359997, -0.014967
3.369997, -0.016325
3.379997, -0.017709
3.389997, -0.019114
3.399997, -0.020536
3.409997, -0.021971
3.419997, -0.023414
3.429997, -0.024861
3.439997, -0.026306
3.449997, -0.027746
3.459997, -0.029175
3.469997, -0.030588
3.479997, -0.031980
3.489997, -0.033348
3.499997, -0.034684
3.509997, -0.035986
3.519997, -0.037247
3.529997, -0.038464
3.539997, -0.039631
3.549997, -0.040744
3.559997, -0.041798
3.569997, -0.042790
3.579997, -0.043714
3.589997, -0.044568
3.599997, -0.045346
3.609997, -0.046046
3.619997, -0.046664
3.629997, -0.047196
3.639997, -0.047641
3.649997, -0.047994
3.659997, -0.048254
3.669997, -0.048418
3.679997, -0.048484
3.689997, -0.048451
3.699997, -0.048318
3.709997, -0.048082
3.719997, -0.047744
3.729997, -0.047302
3.739997, -0.046758
3.749997, -0.046110
3.759997, -0.045360
3.769997, -0.044507
3.779997, -0.043554
3.789997, -0.042501
3.799997, -0.041351
3.809997, -0.040105
3.819997, -0.038765
3.829997, -0.037334
3.839997, -0.035816
3.849997, -0.034212
3.859997, -0.032527
3.869997, -0.030765
3.879997, -0.028928
3.889997, -0.027022
3.899997, -0.025050
3.909997, -0.023018
3.919997, -0.020930
3.929997, -0.018790
3.939997, -0.016605
3.949997, -0.014379
3.959997, -0.012118
3.969997, -0.009827
3.979997, -0.007512
3.989997, -0.005178
3.999997, -0.002832
4.009997, -0.000479
4.019997, 0.001876
4.029997, 0.004226
4.039998, 0.006565
4.049998, 0.008889
4.059998, 0.011190
4.069998, 0.013464
4.079998, 0.015705
4.089999, 0.017908
4.099999, 0.020066
4.109999, 0.022176
4.119999, 0.024232
4.130000, 0.026229
4.140000, 0.028162
4.150000, 0.030027
4.160000, 0.031821
4.170001, 0.033538
4.180001, 0.035175
4.190001, 0.036728
4.200001, 0.038195
4.210001, 0.039572
4.220002, 0.040856
4.230002, 0.042046
4.240002, 0.043139
4.250002, 0.044132
4.260003, 0.045026
4.270003, 0.045818
4.280003, 0.046507
4.290003, 0.047094
4.300004, 0.047577
4.310004, 0.047957
4.320004, 0.048234
4.330004, 0.048409
4.340004, 0.048483
4.350005, 0.048457
4.360005, 0.048332
4.370005, 0.048111
4.380005, 0.047795
4.390006, 0.047387
4.400006, 0.046890
4.410006, 0.046307
4.420006, 0.045640
4.430007, 0.044893
4.440007, 0.044069
4.450007, 0.043173
4.460007, 0.042208
4.470007, 0.041179
4.480008, 0.040089
4.490008, 0.038943
4.500008, 0.037746
4.510008, 0.036502
4.520009, 0.035216
4.530009, 0.033893
4.540009, 0.032538
4.550009, 0.031155
4.560009, 0.029749
4.570010, 0.028326
4.580010, 0.026890
4.590010, 0.025447
4.600010, 0.024000
4.610011, 0.022555
4.620011, 0.021116
4.630011, 0.019688
4.640011, 0.018275
4.650012, 0.016882
4.660012, 0.015514
4.670012, 0.014173
4.680012, 0.012864
4.690012, 0.011590
4.700013, 0.010356
4.710013, 0.009164
4.720013, 0.008018
4.730013, 0.006919
4.740014, 0.005872
4.750014, 0.004879
4.760014, 0.003941
4.770014, 0.003060
4.780015, 0.002239
4.790015, 0.001479
4.800015, 0.000780
4.810015, 0.000144
4.820015, -0.000428
4.830016, -0.000936
4.840016, -0.001381
4.850016, -0.001761
4.860016, -0.002078
4.870017, -0.002332
4.880017, -0.002524
4.890017, -0.002654
4.900017, -0.002725
4.910017, -0.002737
4.920018, -0.002693
4.930018, -0.002594
4.940018, -0.002442
4.950018, -0.002240
4.960019, -0.001990
4.970019, -0.001695
4.980019, -0.001357
4.990019, -0.000979
5.000020, -0.000565
5.010020, -0.000118
5.020020, 0.000361
5.030020, 0.000866
5.040020, 0.001395
5.050021, 0.001944
5.060021, 0.002511
5.070021, 0.003091
5.080021, 0.003681
5.090022, 0.004278
5.100022, 0.004878
5.110022, 0.005478
5.120022, 0.006075
5.130023, 0.006665
5.140023, 0.007246
5.150023, 0.007813
5.160023, 0.008365
5.170023, 0.008898
5.180024, 0.009410
5.190024, 0.009897
5.200024, 0.010358
5.210024, 0.010790
5.220025, 0.011191
5.230025, 0.011560
5.240025, 0.011893
5.250025, 0.012190
5.260026, 0.012449
5.270026, 0.012670
5.280026, 0.012850
5.290026, 0.012989
5.300026, 0.013086
5.310027, 0.013142
5.320027, 0.013155
5.330027, 0.013125
5.340027, 0.013054
5.350028, 0.012940
5.360028, 0.012785
5.370028, 0.012590
5.380028, 0.012354
5.390028, 0.012080
5.400029, 0.011769
5.410029, 0.011422
5.420029, 0.011040
5.430029, 0.010625
5.440030, 0.010180
5.450030, 0.009706
5.460030, 0.009205
5.470030, 0.008679
5.480031, 0.008132
5.490031, 0.007565
5.500031, 0.006980
5.510031, 0.006381
5.520031, 0.005769
5.530032, 0.005149
5.540032, 0.004521
5.550032, 0.003890
5.560032, 0.003257
5.570033, 0.002625
5.580033, 0.001998
5.590033, 0.001377
5.600033, 0.000765
5.610034, 0.000166
5.620034, -0.000419
5.630034, -0.000988
5.640034, -0.001538
5.650034, -0.002066
5.660035, -0.002571
5.670035, -0.003050
5.680035, -0.003502
5.690035, -0.003926
5.700036, -0.004318
5.710036, -0.004679
5.720036, -0.005006
5.730036, -0.005299
5.740036, -0.005557
5.750037, -0.005778
5.760037, -0.005962
5.770037, -0.006109
5.780037, -0.006218
5.790038, -0.006290
5.800038, -0.006324
5.810038, -0.006320
5.820038, -0.006280
5.830039, -0.006202
5.840039, -0.006090
5.850039, -0.005942
5.860039, -0.005761
5.870039, -0.005547
5.880040, -0.005302
5.890040, -0.005028
5.900040, -0.004726
5.910040, -0.004397
5.920041, -0.004045
5.930041, -0.003670
5.940041, -0.003275
5.950041, -0.002862
5.960042, -0.002433
5.970042, -0.001992
5.980042, -0.001539
5.990042, -0.001078
6.000042, -0.000611
6.010043, -0.000141
6.020043, 0.000330
6.030043, 0.000799
6.040043, 0.001263
6.050044, 0.001721
6.060044, 0.002170
6.070044, 0.002606
6.080044, 0.003029
6.090044, 0.003435
6.100045, 0.003822
6.110045, 0.004188
6.120045, 0.004532
6.130045, 0.004850
6.140046, 0.005141
6.150046, 0.005404
6.160046, 0.005637
6.170046, 0.005837
6.180047, 0.006005
6.190047, 0.006139
6.200047, 0.006238
6.210047, 0.006300
6.220047, 0.006326
6.230048, 0.006315
6.240048, 0.006266
6.250048, 0.006179
6.260048, 0.006055
6.270049, 0.005893
6.280049, 0.005694
6.290049, 0.005458
6.300049, 0.005186
6.310050, 0.004880
6.320050, 0.004539
6.330050, 0.004165
6.340050, 0.003760
6.350050, 0.003325
6.360051, 0.002862
6.370051, 0.002372
6.380051, 0.001857
6.390051, 0.001320
6.400052, 0.000763
6.410052, 0.000187
6.420052, -0.000404
6.430052, -0.001009
6.440053, -0.001624
6.450053, -0.002248
6.460053, -0.002877
6.470053, -0.003510
6.480053, -0.004142
6.490054, -0.004773
6.500054, -0.005398
6.510054, -0.006015
6.520054, -0.006622
6.530055, -0.007216
6.540055, -0.007794
6.550055, -0.008353
6.560055, -0.008892
6.570055, -0.009408
6.580056, -0.009899
6.590056, -0.010362
6.600056, -0.010795
6.610056, -0.011196
6.620057, -0.011565
6.630057, -0.011898
6.640057, -0.012194
6.650057, -0.012453
6.660058, -0.012673
6.670058, -0.012852
6.680058, -0.012990
6.690058, -0.013087
6.700058, -0.013142
6.710059, -0.013155
6.720059, -0.013125
6.730059, -0.013052
6.740059, -0.012938
6.750060, -0.012783
6.760060, -0.012586
6.770060, -0.012350
6.780060, -0.012076
6.790061, -0.011764
6.800061, -0.011416
6.810061, -0.011035
6.820061, -0.010621
6.830061, -0.010177
6.840062, -0.009705
6.850062, -0.009208
6.860062, -0.008687
6.870062, -0.008146
6.880063, -0.007588
6.890063, -0.007015
6.900063, -0.006430
6.910063, -0.005837
6.920063, -0.005238
6.930064, -0.004638
6.940064, -0.004039
6.950064, -0.003444
6.960064, -0.002857
6.970065, -0.002282
6.980065, -0.001722
6.990065, -0.001181
7.000065, -0.000661
7.010066, -0.000166
7.020066, 0.000300
7.030066, 0.000735
7.040066, 0.001135
7.050066, 0.001497
7.060067, 0.001818
7.070067, 0.002095
7.080067, 0.002327
7.090067, 0.002509
7.100068, 0.002640
7.110068, 0.002717
7.120068, 0.002739
7.130068, 0.002704
7.140069, 0.002609
7.150069, 0.002454
7.160069, 0.002238
7.170069, 0.001959
7.180069, 0.001617
7.190070, 0.001211
7.200070, 0.000741
7.210070, 0.000207
7.220070, -0.000391
7.230071, -0.001052
7.240071, -0.001775
7.250071, -0.002560
7.260071, -0.003405
7.270072, -0.004309
7.280072, -0.005270
7.290072, -0.006285
7.300072, -0.007353
7.310072, -0.008470
7.320073, -0.009635
7.330073, -0.010845
7.340073, -0.012095
7.350073, -0.013383
7.360074, -0.014705
7.370074, -0.016058
7.380074, -0.017437
7.390074, -0.018838
7.400074, -0.020257
7.410075, -0.021690
7.420075, -0.023132
7.430075, -0.024578
7.440075, -0.026025
7.450076, -0.027466
7.460076, -0.028897
7.470076, -0.030314
7.480076, -0.031711
7.490077, -0.033083
7.500077, -0.034426
7.510077, -0.035735
7.520077, -0.037005
7.530077, -0.038230
7.540078, -0.039408
7.550078, -0.040532
7.560078, -0.041598
7.570078, -0.042602
7.580079, -0.043540
7.590079, -0.044407
7.600079, -0.045201
7.610079, -0.045916
7.620080, -0.046550
7.630080, -0.047100
7.640080, -0.047561
7.650080, -0.047933
7.660080, -0.048211
7.670081, -0.048394
7.680081, -0.048479
7.690081, -0.048466
7.700081, -0.048352
7.710082, -0.048136
7.720082, -0.047818
7.730082, -0.047396
7.740082, -0.046872
7.750082, -0.046244
7.760083, -0.045513
7.770083, -0.044681
7.780083, -0.043747
7.790083, -0.042713
7.800084, -0.041582
7.810084, -0.040354
7.820084, -0.039032
7.830084, -0.037619
7.840085, -0.036117
7.850085, -0.034530
7.860085, -0.032860
7.870085, -0.031113
7.880085, -0.029290
7.890086, -0.027397
7.900086, -0.025438
7.910086, -0.023417
7.920086, -0.021339
7.930087, -0.019209
7.940087, -0.017032
7.950087, -0.014814
7.960087, -0.012559
7.970088, -0.010273
7.980088, -0.007962
7.990088, -0.005632
8.000088, -0.003287
8.010088, -0.000935
8.020088, 0.001420
8.030088, 0.003771
8.040089, 0.006113
8.050089, 0.008440
8.060089, 0.010746
8.070089, 0.013026
8.080090, 0.015274
8.090090, 0.017484
8.100090, 0.019652
8.110090, 0.021771
8.120090, 0.023838
8.130091, 0.025847
8.140091, 0.027793
8.150091, 0.029672
8.160091, 0.031479
8.170092, 0.033211
8.180092, 0.034864
8.190092, 0.036434
8.200092, 0.037918
8.210093, 0.039312
8.220093, 0.040615
8.230093, 0.041823
8.240093, 0.042935
8.250093, 0.043948
8.260094, 0.044861
8.270094, 0.045672
8.280094, 0.046382
8.290094, 0.046988
8.300095, 0.047492
8.310095, 0.047892
8.320095, 0.048189
8.330095, 0.048383
8.340096, 0.048477
8.350096, 0.048470
8.360096, 0.048364
8.370096, 0.048161
8.380096, 0.047864
8.390097, 0.047473
8.400097, 0.046993
8.410097, 0.046426
8.420097, 0.045775
8.430098, 0.045043
8.440098, 0.044234
8.450098, 0.043352
8.460098, 0.042400
8.470098, 0.041383
8.480099, 0.040304
8.490099, 0.039169
8.500099, 0.037982
8.510099, 0.036747
8.520100, 0.035468
8.530100, 0.034152
8.540100, 0.032803
8.550100, 0.031425
8.560101, 0.030023
8.570101, 0.028603
8.580101, 0.027169
8.590101, 0.025727
8.600101, 0.024280
8.610102, 0.022834
8.620102, 0.021394
8.630102, 0.019963
8.640102, 0.018548
8.650103, 0.017151
8.660103, 0.015777
8.670103, 0.014430
8.680103, 0.013115
8.690104, 0.011834
8.700104, 0.010592
8.710104, 0.009392
8.720104, 0.008236
8.730104, 0.007128
8.740105, 0.006071
8.750105, 0.005067
8.760105, 0.004118
8.770105, 0.003226
8.780106, 0.002394
8.790106, 0.001621
8.800106, 0.000911
8.810106, 0.000263
8.820107, -0.000322
8.830107, -0.000843
8.840107, -0.001300
8.850107, -0.001693
8.860107, -0.002022
8.870108, -0.002288
8.880108, -0.002491
8.890108, -0.002634
8.900108, -0.002716
8.910109, -0.002739
8.920109, -0.002706
8.930109, -0.002617
8.940109, -0.002475
8.950109, -0.002283
8.960110, -0.002042
8.970110, -0.001755
8.980110, -0.001426
8.990110, -0.001056
9.000111, -0.000648
9.010111, -0.000207
9.020111, 0.000266
9.030111, 0.000766
9.040112, 0.001291
9.050112, 0.001836
9.060112, 0.002400
9.070112, 0.002977
9.080112, 0.003566
9.090113, 0.004162
9.100113, 0.004762
9.110113, 0.005362
9.120113, 0.005960
9.130114, 0.006552
9.140114, 0.007134
9.150114, 0.007704
9.160114, 0.008259
9.170115, 0.008796
9.180115, 0.009312
9.190115, 0.009805
9.200115, 0.010271
9.210115, 0.010709
9.220116, 0.011116
9.230116, 0.011491
9.240116, 0.011831
9.250116, 0.012136
9.260117, 0.012402
9.270117, 0.012630
9.280117, 0.012818
9.290117, 0.012965
9.300117, 0.013071
9.310118, 0.013134
9.320118, 0.013155
9.330118, 0.013134
9.340118, 0.013071
9.350119, 0.012965
9.360119, 0.012818
9.370119, 0.012631
9.380119, 0.012403
9.390120, 0.012136
9.400120, 0.011832
9.410120, 0.011492
9.420120, 0.011116
9.430120, 0.010708
9.440121, 0.010269
9.450121, 0.009800
9.460121, 0.009304
9.470121, 0.008783
9.480122, 0.008240
9.490122, 0.007676
9.500122, 0.007094
9.510122, 0.006498
9.520123, 0.005889
9.530123, 0.005270
9.540123, 0.004643
9.550123, 0.004012
9.560123, 0.003379
9.570124, 0.002747
9.580124, 0.002119
9.590124, 0.001497
9.600124, 0.000883
9.610125, 0.000281
9.620125, -0.000307
9.630125, -0.000879
9.640125, -0.001433
9.650126, -0.001965
9.660126, -0.002475
9.670126, -0.002959
9.680126, -0.003417
9.690126, -0.003846
9.700127, -0.004245
9.710127, -0.004612
9.720127, -0.004946
9.730127, -0.005245
9.740128, -0.005509
9.750128, -0.005738
9.760128, -0.005929
9.770128, -0.006083
9.780128, -0.006200
9.790129, -0.006279
9.800129, -0.006320
9.810129, -0.006324
9.820129, -0.006290
9.830130, -0.006220
9.840130, -0.006114
9.850130, -0.005973
9.860130, -0.005799
9.870131, -0.005591
9.880131, -0.005352
9.890131, -0.005083
9.900131, -0.004786
9.910131, -0.004463
9.920132, -0.004115
9.930132, -0.003744
9.940132, -0.003353
9.950132, -0.002943
9.960133, -0.002518
9.970133, -0.002078
9.980133, -0.001628
9.990133, -0.001168
10.000134, -0.000702
10.010134, -0.000232
10.020134, 0.000238
10.030134, 0.000708
10.040134, 0.001174
10.050135, 0.001633
10.060135, 0.002084
10.070135, 0.002523
10.080135, 0.002948
10.090136, 0.003358
10.100136, 0.003749
10.110136, 0.004119
10.120136, 0.004467
10.130136, 0.004790
10.140137, 0.005087
10.150137, 0.005355
10.160137, 0.005594
10.170137, 0.005801
10.180138, 0.005975
10.190138, 0.006116
10.200138, 0.006221
10.210138, 0.006291
10.220139, 0.006324
10.230139, 0.006320
10.240139, 0.006278
10.250139, 0.006199
10.260139, 0.006082
10.270140, 0.005927
10.280140, 0.005735
10.290140, 0.005506
10.300140, 0.005242
10.310141, 0.004942
10.320141, 0.004607
10.330141, 0.004240
10.340141, 0.003841
10.350142, 0.003412
10.360142, 0.002954
10.370142, 0.002469
10.380142, 0.001959
10.390142, 0.001426
10.400143, 0.000872
10.410143, 0.000300
10.420143, -0.000288
10.430143, -0.000891
10.440144, -0.001504
10.450144, -0.002127
10.460144, -0.002755
10.470144, -0.003387
10.480145, -0.004020
10.490145, -0.004651
10.500145, -0.005277
10.510145, -0.005896
10.520145, -0.006505
10.530146, -0.007102
10.540146, -0.007683
10.550146, -0.008246
10.560146, -0.008790
10.570147, -0.009310
10.580147, -0.009806
10.590147, -0.010274
10.600147, -0.010713
10.610147, -0.011121
10.620148, -0.011496
10.630148, -0.011836
10.640148, -0.012140
10.650148, -0.012406
10.660149, -0.012633
10.670149, -0.012820
10.680149, -0.012967
10.690149, -0.013072
10.700150, -0.013135
10.710150, -0.013155
10.720150, -0.013134
10.730150, -0.013070
10.740150, -0.012963
10.750151, -0.012816
10.760151, -0.012628
10.770151, -0.012399
10.780151, -0.012132
10.790152, -0.011827
10.800152, -0.011487
10.810152, -0.011111
10.820152, -0.010704
10.830153, -0.010265
10.840153, -0.009799
10.850153, -0.009306
10.860153, -0.008790
10.870153, -0.008253
10.880154, -0.007697
10.890154, -0.007127
10.900154, -0.006544
10.910154, -0.005952
10.920155, -0.005355
10.930155, -0.004754
10.940155, -0.004154
10.950155, -0.003559
10.960155, -0.002970
10.970156, -0.002393
10.980156, -0.001830
10.990156, -0.001284
11.000156, -0.000760
11.010157, -0.000260
11.020157, 0.000212
11.030157, 0.000654
11.040157, 0.001060
11.050158, 0.001430
11.060158, 0.001759
11.070158, 0.002045
11.080158, 0.002286
11.090158, 0.002477
11.100159, 0.002618
11.110159, 0.002706
11.120159, 0.002739
11.130159, 0.002715
11.140160, 0.002632
11.150160, 0.002489
11.160160, 0.002285
11.170160, 0.002018
11.180161, 0.001688
11.190161, 0.001294
11.200161, 0.000837
11.210161, 0.000315
11.220161, -0.000270
11.230162, -0.000919
11.240162, -0.001630
11.250162, -0.002403
11.260162, -0.003237
11.270163, -0.004129
11.280163, -0.005079
11.290163, -0.006084
11.300163, -0.007142
11.310163, -0.008250
11.320164, -0.009406
11.330164, -0.010607
11.340164, -0.011850
11.350164, -0.013131
11.360165, -0.014447
11.370165, -0.015794
11.380165, -0.017168
11.390165, -0.018565
11.400166, -0.019981
11.410166, -0.021411
11.420166, -0.022852
11.430166, -0.024298
11.440166, -0.025745
11.450167, -0.027187
11.460167, -0.028621
11.470167, -0.030041
11.480167, -0.031442
11.490168, -0.032820
11.500168, -0.034169
11.510168, -0.035484
11.520168, -0.036762
11.530169, -0.037997
11.540169, -0.039184
11.550169, -0.040318
11.560169, -0.041396
11.570169, -0.042412
11.580170, -0.043363
11.590170, -0.044245
11.600170, -0.045053
11.610170, -0.045784
11.620171, -0.046434
11.630171, -0.047000
11.640171, -0.047479
11.650171, -0.047868
11.660172, -0.048164
11.670172, -0.048366
11.680172, -0.048470
11.690172, -0.048476
11.700172, -0.048382
11.710173, -0.048186
11.720173, -0.047887
11.730173, -0.047486
11.740173, -0.046981
11.750174, -0.046374
11.760174, -0.045663
11.770174, -0.044850
11.780174, -0.043936
11.790174, -0.042921
11.800175, -0.041809
11.810175, -0.040599
11.820175, -0.039296
11.830175, -0.037900
11.840176, -0.036415
11.850176, -0.034844
11.860176, -0.033190
11.870176, -0.031457
11.880177, -0.029649
11.890177, -0.027769
11.900177, -0.025822
11.910177, -0.023813
11.920177, -0.021746
11.930178, -0.019625
11.940178, -0.017457
11.950178, -0.015246
11.960178, -0.012998
11.970179, -0.010718
11.980179, -0.008412
11.990179, -0.006084
12.000179, -0.003742
12.010180, -0.001391
12.020180, 0.000964
12.030180, 0.003316
12.040180, 0.005660
12.050180, 0.007991
12.060181, 0.010301
12.070181, 0.012587
12.080181, 0.014841
12.090181, 0.017059
12.100182, 0.019235
12.110182, 0.021365
12.120182, 0.023442
12.130182, 0.025462
12.140182, 0.027421
12.150183, 0.029313
12.160183, 0.031135
12.170183, 0.032882
12.180183, 0.034550
12.190184, 0.036136
12.200184, 0.037637
12.210184, 0.039049
12.220184, 0.040370
12.230185, 0.041596
12.240185, 0.042727
12.250185, 0.043759
12.260185, 0.044692
12.270185, 0.045523
12.280186, 0.046252
12.290186, 0.046879
12.300186, 0.047402
12.310186, 0.047822
12.320187, 0.048139
12.330187, 0.048354
12.340187, 0.048466
12.350187, 0.048479
12.360188, 0.048392
12.370188, 0.048208
12.380188, 0.047929
12.390188, 0.047556
12.400188, 0.047093
12.410189, 0.046543
12.420189, 0.045908
12.430189, 0.045191
12.440189, 0.044397
12.450190, 0.043529
12.460190, 0.042590
12.470190, 0.041585
12.480190, 0.040518
12.490191, 0.039393
12.500191, 0.038216
12.510191, 0.036989
12.520191, 0.035719
12.530191, 0.034410
12.540192, 0.033066
12.550192, 0.031694
12.560192, 0.030296
12.570192, 0.028879
12.580193, 0.027448
12.590193, 0.026007
12.600193, 0.024560
12.610193, 0.023114
12.620193, 0.021672
12.630194, 0.020240
12.640194, 0.018820
12.650194, 0.017420
12.660194, 0.016041
12.670195, 0.014689
12.680195, 0.013367
12.690195, 0.012079
12.700195, 0.010829
12.710196, 0.009621
12.720196, 0.008456
