t, phi
2.919998, -0.012723
2.929998, -0.014268
2.939998, -0.015897
2.949998, -0.017427
2.959998, -0.018958
2.969998, -0.020382
2.979998, -0.021864
2.989998, -0.023196
2.999998, -0.024625
3.009998, -0.025861
3.019998, -0.027141
3.029998, -0.028345
3.039998, -0.029517
3.049998, -0.030487
3.059998, -0.031585
3.069998, -0.032511
3.079998, -0.033432
3.089998, -0.034214
3.099998, -0.035081
3.109998, -0.035718
3.119998, -0.036347
3.129997, -0.037052
3.139997, -0.037614
3.149997, -0.037967
3.159997, -0.038308
3.169997, -0.038738
3.179997, -0.038995
3.189997, -0.039161
3.199997, -0.039255
3.209997, -0.039229
3.219997, -0.039229
3.229997, -0.039089
3.239997, -0.038819
3.249997, -0.038505
3.259997, -0.038164
3.269997, -0.037620
3.279997, -0.036998
3.289997, -0.036365
3.299997, -0.035758
3.309997, -0.034885
3.319997, -0.033909
3.329997, -0.032942
3.339997, -0.031938
3.349997, -0.030821
3.359997, -0.029401
3.369997, -0.028022
3.379997, -0.026771
3.389997, -0.025370
3.399997, -0.023650
3.409997, -0.021927
3.419997, -0.020066
3.429997, -0.018098
3.439997, -0.016233
3.449997, -0.014394
3.459997, -0.012255
3.469997, -0.010068
3.479997, -0.007648
3.489997, -0.005163
3.499997, -0.002561
3.509997, 0.000014
3.519997, 0.002509
3.529997, 0.005292
3.539997, 0.007913
3.549997, 0.010865
3.559997, 0.013736
3.569997, 0.016820
3.579997, 0.019968
3.589997, 0.023022
3.599997, 0.026107
3.609997, 0.029366
3.619997, 0.032539
3.629997, 0.035665
3.639997, 0.038985
3.649997, 0.042341
3.659997, 0.045706
3.669997, 0.048985
3.679997, 0.052325
3.689997, 0.055566
3.699997, 0.058738
3.709997, 0.061979
3.719997, 0.065325
3.729997, 0.068392
3.739997, 0.071481
3.749997, 0.074461
3.759997, 0.077461
3.769997, 0.080337
3.779997, 0.083294
3.789997, 0.086131
3.799997, 0.088790
3.809997, 0.091328
3.819997, 0.093910
3.829997, 0.096038
3.839997, 0.098085
3.849997, 0.100262
3.859997, 0.102305
3.869997, 0.103979
3.879997, 0.105667
3.889997, 0.107243
3.899997, 0.108752
3.909997, 0.109692
3.919997, 0.110807
3.929997, 0.111507
3.939997, 0.112278
3.949997, 0.112369
3.959997, 0.112339
3.969997, 0.111982
3.979997, 0.111222
3.989997, 0.110411
3.999997, 0.109328
4.009997, 0.107487
4.019997, 0.105705
4.029997, 0.103665
4.039998, 0.101051
4.049998, 0.098229
4.059998, 0.095094
4.069998, 0.091572
4.079998, 0.087817
4.089999, 0.083746
4.099999, 0.079795
4.109999, 0.075185
4.119999, 0.070738
4.130000, 0.065669
4.140000, 0.060672
4.150000, 0.055424
4.160000, 0.049920
4.170001, 0.043998
4.180001, 0.038049
4.190001, 0.031942
4.200001, 0.025830
4.210001, 0.019053
4.220002, 0.012372
4.230002, 0.005560
4.240002, -0.001412
4.250002, -0.008749
4.260003, -0.016193
4.270003, -0.023580
4.280003, -0.031017
4.290003, -0.038877
4.300004, -0.046669
4.310004, -0.054310
4.320004, -0.061896
4.330004, -0.069798
4.340004, -0.077618
4.350005, -0.085342
4.360005, -0.092967
4.370005, -0.100748
4.380005, -0.108306
4.390006, -0.115585
4.400006, -0.122718
4.410006, -0.129800
4.420006, -0.136685
4.430007, -0.143457
4.440007, -0.150018
4.450007, -0.156271
4.460007, -0.162272
4.470007, -0.168087
4.480008, -0.173696
4.490008, -0.178621
4.500008, -0.183463
4.510008, -0.188004
4.520009, -0.192172
4.530009, -0.196019
4.540009, -0.199571
4.550009, -0.202870
