t, ur
2.919998, 24.006287
2.929998, 20.431213
2.939998, 22.988953
2.949998, 20.437622
2.959998, 20.438660
2.969998, 20.955322
2.979998, 19.934814
2.989998, 20.962769
2.999998, 20.452759
3.009998, 19.948669
3.019998, 19.950256
3.029998, 20.979248
3.039998, 20.469299
3.049998, 19.966248
3.059998, 20.480469
3.069998, 20.489502
3.079998, 19.980042
3.089998, 20.499878
3.099998, 20.502563
3.109998, 17.955444
3.119998, 17.957825
3.129997, 20.524414
3.139997, 21.037292
3.149997, 16.956787
3.159997, 18.496643
3.169997, 17.996155
3.179997, 18.509399
3.189997, 18.007629
3.199997, 18.522705
3.209997, 18.022827
3.219997, 18.027039
3.229997, 18.037720
3.239997, 18.554688
3.249997, 18.566650
3.259997, 18.570374
3.269997, 18.072021
3.279997, 18.075500
3.289997, 18.088257
3.299997, 18.093079
3.309997, 17.595337
3.319997, 18.109863
3.329997, 17.613708
3.339997, 18.128174
3.349997, 18.652100
3.359997, 18.144470
3.369997, 14.580566
3.379997, 15.606323
3.389997, 18.175598
3.399997, 16.135315
3.409997, 16.149170
3.419997, 15.642334
3.429997, 15.656128
3.439997, 15.659058
3.449997, 15.164307
3.459997, 13.633057
3.469997, 16.200012
3.479997, 15.692139
3.489997, 13.663330
3.499997, 13.155640
3.509997, 13.168701
3.519997, 13.682983
3.529997, 14.207031
3.539997, 12.678345
3.549997, 13.200439
3.559997, 13.205200
3.569997, 10.660278
3.579997, 10.155029
3.589997, 10.162476
3.599997, 10.676514
3.609997, 11.199707
3.619997, 8.136230
3.629997, 8.142700
3.639997, 8.144287
3.649997, 5.091187
3.659997, 5.093506
3.669997, 5.095703
3.679997, 4.584961
3.689997, 5.612427
3.699997, 5.611084
3.709997, 2.032471
3.719997, 2.542236
3.729997, 3.565186
3.739997, 2.539551
3.749997, 2.534058
3.759997, 2.530762
3.769997, 2.524658
3.779997, 2.522827
3.789997, 2.518311
3.799997, -0.550293
3.809997, -0.053223
3.819997, 0.453247
3.829997, -0.580566
3.839997, -0.073242
3.849997, -2.648071
3.859997, -2.141479
3.869997, -2.161743
3.879997, -2.168579
3.889997, -10.367065
3.899997, -10.372925
3.909997, -12.959839
