t, phi
10.860153, -0.006171
10.870153, -0.018812
10.880154, -0.017399
10.890154, -0.015324
10.900154, -0.013982
10.910154, -0.014908
10.920155, -0.020619
10.930155, -0.021758
10.940155, -0.016337
10.950155, -0.020414
10.960155, -0.018644
10.970156, -0.014487
10.980156, -0.012028
10.990156, -0.011145
11.000156, -0.006316
11.010157, -0.024054
11.020157, -0.019012
11.030157, -0.016484
11.040157, -0.011228
11.050158, -0.013289
11.060158, -0.015614
11.070158, -0.018183
11.080158, -0.016278
11.090158, -0.021705
11.100159, -0.019224
11.110159, -0.011807
11.120159, -0.027286
11.130159, -0.023467
11.140160, -0.022076
11.150160, -0.015065
11.160160, -0.021608
11.170160, -0.005137
11.180161, -0.013835
11.190161, -0.020297
11.200161, -0.020743
11.210161, -0.010962
11.220161, -0.012452
11.230162, -0.018419
11.240162, -0.015597
11.250162, -0.020568
11.260162, -0.024045
11.270163, -0.030793
11.280163, -0.027426
11.290163, -0.028647
11.300163, -0.018241
11.310163, -0.019823
11.320164, -0.016913
11.330164, -0.017727
11.340164, -0.020845
11.350164, -0.008215
11.360165, -0.014154
11.370165, -0.013674
11.380165, -0.014793
11.390165, -0.024724
11.400166, -0.018861
11.410166, -0.022457
11.420166, -0.023719
11.430166, -0.014421
11.440166, -0.013911
11.450167, -0.026783
11.460167, -0.020929
11.470167, -0.019031
11.480167, -0.020556
11.490168, -0.023824
11.500168, -0.024705
11.510168, -0.021110
11.520168, -0.010915
11.530169, -0.017228
11.540169, -0.020993
11.550169, -0.019557
11.560169, -0.016712
11.570169, -0.014769
11.580170, -0.011280
11.590170, -0.019660
11.600170, -0.019504
11.610170, -0.025079
11.620171, -0.020745
11.630171, -0.019035
11.640171, -0.015910
11.650171, -0.027356
11.660172, -0.020458
11.670172, -0.013850
11.680172, -0.022272
11.690172, -0.007957
11.700172, -0.024782
11.710173, -0.018426
11.720173, -0.022373
11.730173, -0.015965
11.740173, -0.021023
11.750174, -0.025026
11.760174, -0.016122
11.770174, -0.015637
11.780174, -0.009585
11.790174, -0.022225
11.800175, -0.015723
11.810175, -0.019152
11.820175, -0.027969
11.830175, -0.019976
11.840176, -0.008908
11.850176, -0.020274
11.860176, -0.022028
11.870176, -0.023204
11.880177, -0.019195
11.890177, -0.013008
11.900177, -0.020145
11.910177, -0.021958
11.920177, -0.016300
11.930178, -0.016773
11.940178, -0.015256
11.950178, -0.017893
11.960178, -0.013340
11.970179, -0.017948
11.980179, -0.030213
11.990179, -0.025861
12.000179, -0.011917
12.010180, -0.012365
12.020180, -0.024748
12.030180, -0.019445
12.040180, -0.013201
12.050180, -0.013980
12.060181, -0.012378
12.070181, -0.008262
12.080181, -0.023850
12.090181, -0.019412
12.100182, -0.015094
12.110182, -0.011246
12.120182, -0.016365
12.130182, -0.019866
12.140182, -0.010941
12.150183, -0.012957
12.160183, -0.018144
12.170183, -0.018484
12.180183, -0.024850
